호스트_id,숙소_url,etc
4567026,https://www.airbnb.com/rooms/4567026,침대 1개 · 공용 욕실
4575135,https://www.airbnb.com/rooms/4575135,침대 1개 · 공용 욕실
4579858,https://www.airbnb.com/rooms/4579858,침대 1개 · 공용 욕실
4761334,https://www.airbnb.com/rooms/4761334,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
4761806,https://www.airbnb.com/rooms/4761806,침대 2개 · 공용 욕실
4762343,https://www.airbnb.com/rooms/4762343,침실 1개 · 공용 욕실
4666557,https://www.airbnb.com/rooms/4666557,침대 1개 · 공용 욕실
4600070,https://www.airbnb.com/rooms/4600070,침대 1개 · 공용 욕실
4611302,https://www.airbnb.com/rooms/4611302,침대 1개 · 공용 욕실
4776273,https://www.airbnb.com/rooms/4776273,더블 침대 1개 · 공용 욕실
4682623,https://www.airbnb.com/rooms/4682623,최대 인원 3명 · 원룸 · 침대 1개 · 욕실 1개
4789774,https://www.airbnb.com/rooms/4789774,N/A
